"date","id","session_start","first_use","user_engagement","engagement_time_msec","mean_event_timestamp","mean_event_previous_timestamp","first_open_time","user_first_touch_timestamp","screen_view_count","firebase_screen_class","firebase_previous_class","firebase_event_origin","nro_events","device_category","platform","medium","source","geo_city","geo_country","ads_storage","play"
20250601,1748811651,FALSE,FALSE,FALSE,4650,1748814920631816,1748814914487001,FALSE,1746568520432000,1,"SinglePlayerActivity","MainActivity","auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811677,FALSE,FALSE,FALSE,0,1748811679164706,1748545011712001,FALSE,1693875913315000,1,"SplashViewController",NA,"auto",1,"mobile","IOS","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811683,TRUE,FALSE,FALSE,0,1748811683438781,1748797148359000,FALSE,1710884588173000,0,NA,NA,"auto",1,"mobile","ANDROID","organic","google-play","Maldonado","Uruguay",TRUE,FALSE
20250601,1748811689,FALSE,FALSE,FALSE,1840,1748813169719767,1748813168452005,FALSE,1704929383657000,1,"ChannelDetailsActivity","MainActivity","auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811694,FALSE,FALSE,FALSE,0,1748811774098991,1748811773428007,FALSE,1672443907991000,1,"SplashActivity","SplashActivity","auto",1,"mobile","ANDROID",NA,NA,"Montevideo","Uruguay",TRUE,FALSE
20250601,1748811719,FALSE,FALSE,TRUE,1877,1748812050317739,1748812048251021,FALSE,1748049617909000,0,"MainActivity",NA,"auto",1,"mobile","ANDROID","organic","google","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811782,FALSE,FALSE,FALSE,0,1748811815463026,1748811808205007,FALSE,1729050722411000,1,"HomeViewController","TagContentsViewController","auto",1,"mobile","IOS","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811793,FALSE,FALSE,FALSE,0,1748811947802539,1748811945767003,FALSE,1748811792674000,1,"AuthorizationManagementActivity","SignInActivity","auto",1,"mobile","ANDROID",NA,NA,"Montevideo","Uruguay",TRUE,FALSE
20250601,1748811794,FALSE,FALSE,FALSE,115652,1748811964251871,1748811848258006,FALSE,1729373151747000,1,"MainActivity","SignInActivity","auto",1,"smart tv","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811812,FALSE,FALSE,TRUE,6101,1748811845958985,1748811838927000,FALSE,1748761225736000,0,"ChannelActivity",NA,"auto",1,"smart tv","ANDROID",NA,NA,"Montevideo","Uruguay",TRUE,FALSE
20250601,1748811834,FALSE,FALSE,FALSE,7451,1748811876073790,1748811867509000,FALSE,1654301660978000,1,"MainActivity","SinglePlayerActivity","auto",1,"mobile","ANDROID","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811853,TRUE,FALSE,FALSE,0,1748811853457900,1746827690806000,FALSE,1731892817318000,0,NA,NA,"auto",1,"mobile","ANDROID","organic","google-play","Maldonado","Uruguay",TRUE,FALSE
20250601,1748811896,FALSE,FALSE,TRUE,1526,1748811908172585,1748811906344008,FALSE,1719102984045000,0,"UIActivityViewController",NA,"auto",1,"mobile","IOS","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748811907,FALSE,FALSE,TRUE,4064,1748811968801534,1748811964306003,FALSE,1742597800636000,0,"HomeViewController",NA,"auto",1,"mobile","IOS","(none)","(direct)",NA,"Uruguay",TRUE,FALSE
20250601,1748811963,FALSE,FALSE,FALSE,0,1748811977670246,1748746008675000,FALSE,1730242723283000,0,"SinglePlayerActivity",NA,"app",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,TRUE
20250601,1748812001,FALSE,FALSE,FALSE,1211670,1748813259045342,1748812046056000,FALSE,1667263750111000,1,"ChannelDetailsActivity","SinglePlayerActivity","auto",1,"mobile","ANDROID","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748812010,FALSE,FALSE,TRUE,215,1748812600417492,1748812033158000,FALSE,1738095486165000,0,"HomeViewController",NA,"auto",1,"mobile","IOS","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748812025,FALSE,FALSE,FALSE,17575,1748812066066353,1748812046523000,FALSE,1685041245311000,1,"MainActivity","ZappingActivity","auto",1,"smart tv","ANDROID","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748812091,FALSE,FALSE,TRUE,5158,1748812097924802,1748560259430002,FALSE,1748556395420000,0,"SplashActivity",NA,"auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
20250601,1748812094,FALSE,FALSE,TRUE,1974,1748812150519685,1748812146349001,FALSE,1666301958063000,0,"MainActivity",NA,"auto",1,"mobile","ANDROID","(none)","(direct)","Salto","Uruguay",TRUE,FALSE
20250601,1748812161,FALSE,FALSE,TRUE,39619,1748812201138431,1748218480032002,FALSE,1701825276051000,0,"SplashViewController",NA,"auto",1,"mobile","IOS","(none)","(direct)","Montevideo","Uruguay",TRUE,FALSE
20250601,1748812168,FALSE,FALSE,FALSE,165624,1748827788988688,1748827623109012,FALSE,1729635143023000,1,"MainActivity","SinglePlayerActivity","auto",1,"mobile","ANDROID","organic","google-play","Montevideo","Uruguay",TRUE,FALSE
